Movie,Scene,Character,Dialogue
AMERICAN_PSYCHO,INT. COURTNEY'S APT - NIGHT,COURTNEY,will you call me before thanksgiving? maybe.
AMERICAN_PSYCHO,INT. COURTNEY'S APT - NIGHT,BATEMAN,"what are you doing tonight? dinner at the river cafe. au bar afterwards, maybe. that's nice."
AMERICAN_PSYCHO,INT. COURTNEY'S APT - NIGHT,BATEMAN,"we were supposed to have dinner at tad and maura's, but you know how luis is... bateman, i never knew you smoked. you never noticed. bateman is making final adjustments to his tie. listen...patrick. can we talk? you look marvelous.. there's nothing to say. you're going to marry luis. next week, no less. isn't that special? patrick? yes, courtney? if i don't see you before thanksgiving, have a nice one, okay? you too. courtney picks up the black cat and starts petting its head. bateman heads down the hallway to the front door. patrick? yes?"
AMERICAN_PSYCHO,INT. VIDEO STORE - SAME NIGHT,CASHIER,"i'm wandering around video visions drinking a diet pepsi and listening to the new christopher cross tape on my sony walkman. he stops by 'comedy' and picks up a woody allen movie, then moves on to 'horror'. suddenly im seized by a minor anxiety attack. there are too many fucking movies to choose from. he surreptitiously pops several pills into his mouth. bateman waiting at the counter, impatient because he's not first in line. he is holding three films, one of which is body double. when he approaches the counter, the cashier rolls her eyes and gives a knowing glance to one of her co workers. there is a silence as she rings up the tapes. i like the part where the woman gets drilled by the ... power driller in the movie ...the best. and the blood starts pouring from the ceiling. sign here. uh... you've rented this movie... this'll be 37 times. bateman signs and snatches the tape off the counter and walks away."
AMERICAN_PSYCHO,INT. NIGHTCLUB - NIGHT,KIMBALL,mr. bateman? bateman gasps and recovers. detective kendall...uh campbell? kimball. call me don. don.
AMERICAN_PSYCHO,INT. NIGHTCLUB - NIGHT,KIMBALL,"so... you hang out here a lot? uh, yes... i mean... whenever necessary. you know. pause. how's the investigation going? taken anyone in for ""formal questioning""? oh no. informal conversations, mostly. what's that, stoli? yeah. no finlandia, as usual. fucking dump."
AMERICAN_PSYCHO,INT. NIGHTCLUB - NIGHT,MCDERMOTT,"some people just can't help themselves. another stoli? bateman shakes his head. i mean they want to get caught. dan, great to see you again. like i said, you need anything at all, i'm your man. i don't envy your job. i mean owen was a... complex man. bateman wanders away. he looks back uneasily at kimball who is watching him from the bar. a guy with dreadlocks walks by. rasta man! the man stares at him. i mean mon. we be jammin' ... the man walks by, shaking his head. bateman wanders into the next room, which is filled, with, a more familiar crowd young men in designer suits, girls in black designer dresses. across the room he spots mcdermott, and price sitting with three models, all wearing black mini dresses. price and mcdermott are having a whispered argument. i have to talk to these girls? they're models.."
AMERICAN_PSYCHO,INT. NIGHTCLUB - NIGHT,BATEMAN,"lets have a conversation. so... it was hot out today, no? silence. where did craig go? well gorbachev is downstairs. mcdermott is' going to sign a peace treaty with him between the united states and russia. mcdermott's the one behind glasnost, you know. well... yeah. but he told me he was in mergers and acquisitions. you're not confused, are you? no, not really. gorbachev's not downstairs. are you lying? yes, caron's right. gorbachev's not downstairs. hes at tunnel. ask me a question."
AMERICAN_PSYCHO,INT. NIGHTCLUB - NIGHT,BATEMAN,"so, what do you do? what do you think i do? a model? an actor? no. flattering, but no. well..."
AMERICAN_PSYCHO,INT. NIGHTCLUB - NIGHT,BATEMAN,"i'm into, well, murders and executions mostly. daisy. do you like it? well... it depends, why? well most guys i know who work in mergers and acquisitions don't really like it. silence. so, where do you work out? much later in the evening the club is halfempty now. price is leaning over a balcony, messed up on drugs. bateman comes up behind him in a menacing way that suggests he might push him over the railing. price turns around, wildeyed, just as bateman is reaching for him. i'm leaving. i'm getting out. leaving what? this."
AMERICAN_PSYCHO,INT. NIGHTCLUB - NIGHT,BATEMAN,"don't, i'll drink it. listen to me, patrick. i'm leaving. where to? are you going to go get a gram? i'm leaving! i...am...leaving! don't tell me... merchant banking? no you dumb son of a bitch. i'm serious. i'm disappearing. where to? morgan stanley? rehab? what? price looks away. mcdermott and daisy walk up to them. hey don't worry, be happy. price lifts his arms up as if greeting the crowd and is shouting something that can't be heard, then goodbye! fuckheads! he climbs over the railing. what is he doing? price! come back! price leaps from the balcony. he disappears for a moment then resurfaces and runs off into the crowd."
AMERICAN_PSYCHO,EXT. CLUB - NIGHT,DAISY,"my exboyfriend, fiddler, who was in there, he plays in this band that just opened for u2 he couldn't understand what i was doing with a yuppie. oh really? he said... he said you gave him bad vibes. that's... that's too bad. you think i'm dumb, don't you? what?"
AMERICAN_PSYCHO,EXT. CLUB - NIGHT,DAISY,you think i'm dumb. you think all models are dumb. no. i really don't. that's ok. i don't mind. there's something sweet about you. she takes his hand as they get into a cab
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - LATE AFTERNOON,JEAN,doin' the crossword? bateman nods without looking up. need help? bateman doesn't respond. we see that every space on the puzzle has been filled in with the words meat or bone. jean drops the folder on his desk and then walks out. jean?
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - LATE AFTERNOON,JEAN,"yes, patrick? would you like to accompany me to dinner. he erases one of the m's on the crossword puzzle. that is... if you're not doing anything. oh no. i have no plans. well, isn't this a coincidence. a pause. listen, where should we go? he leans back and pulls a zagat's from the desk drawer. anywhere you want?"
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - LATE AFTERNOON,MAITRE D,"let's not think about what i want. how about anywhere you want. oh patrick, i can't make this decision. no, come on. anywhere you want. oh, i can't, i don't know. come on. where do you want to go? anywhere you want. just say it. i can get us in anywhere. a long pause. what about... dorsia? bateman stops looking through the zagat guide and smiles at her. soooo... dorsia is where jean wants to go.... oh, i don't know. no, we'll go anywhere you want. dorsia is... fine. he dials the number. dorsia, yes? yes, can you take two tonight, oh, let's say, at nine o'clock? he checks his rolex and winks at jean. we are totally booked."
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - LATE AFTERNOON,BATEMAN,"oh really? thats great. i said we are totally booked. two at nine? perfect. there are no tables available tonight. the waiting list is also totally booked. see you then. he hangs up the phone. he walks over to the coat rack. he glances over at jean who is still standing in front of the desk, confused. yes? you're dressed...okay. you didnt give them a name. they know me. pause. why don't you meet me at my house at 700 for drinks, ok? she turns to leave. and jean? you'll want to change before we go out."
AMERICAN_PSYCHO,INT. BATEMAN’S APARTMENT - EARLY EVENING,JEAN,patrick it's so...elegant. what a wonderful view. bateman opens up the freezer where daisy's head.is clearly visible.
AMERICAN_PSYCHO,INT. BATEMAN’S APARTMENT - EARLY EVENING,JEAN,"jean? sorbet? thanks, patrick. i'd love some. bateman walks in with a bottle of wine and a corkscrew in his hand and hands her the sorbet. jean is eating the sorbet. want a bite? i'm on a diet. but thank you. you. don't need to lose any weight. you're kidding, right? you look great. very fit. you can always be thinner. look... better. well, maybe we shouldn't go out to dinner. i don't want to ruin your ,willpower. no. it's all right. i'm not very good at controlling it anyway. silence, as bateman walks around his apartment, opens up his knife drawer, looking at the knives. so listen, what do you really want to do with your life? pause. and don't tell me you enjoy working with children, okay?"
AMERICAN_PSYCHO,INT. BATEMAN’S APARTMENT - EARLY EVENING,JEAN,"do you have a boyfriend? no, not really. interesting. are you seeing anyone? i mean, seriously? maybe. i don't know. not really. bateman opens up a cupboard where there are a lot of very neatly ordered weapons an ax, a rifle, a chain saw, duct tape, twine and a nail gun. jean, do you feel... fulfilled? i mean, in your life? well, i guess i do. for a long time i was too focused on my work, i think, but now i've really begun to think about changing myself, you know, developing, and...growing. growing. i'm glad you said that. bateman picks up the duct tape. did you know that ted bundy's first dog, a collie, was named lassie? had you heard this?"
AMERICAN_PSYCHO,INT. BATEMAN’S APARTMENT - EARLY EVENING,BATEMAN,"forget it. whats that? oh. uh, tape. duct tape. i...need it for...taping something. bateman goes back to the cupboard for the nail gun. patrick, have you ever wanted to make someone happy? jean puts her spoon down on the table. what... no! put it in the carton. sorry. jean? what? make someone happy have you ever wanted to? from behind we follow bateman as he walks across the room and stands behind the couch. i'm looking for... i guess you could say i just want to have a meaningful relationship with someone special. hmmmm..."
AMERICAN_PSYCHO,INT. BATEMAN’S APARTMENT - EARLY EVENING,BATEMAN,"patrick. i know you're there. pick up the phone you bad boy. what are you up to tonight? it's me. don't try to hide. i hope you're not out with some little number you picked up because you're my mr. bateman. my boy next door. anyway you never called me and you said you would and i'll leave a message for jean about this too to remind you but we're having dinner with melania and taylor you know melania, she went to sweet briar, and taylor, he went to cornell and we're meeting at the cornell club, so ill call you tomorrow morning probably bye honey ooops! you hate that. by mr.big time ceo patrick. bye. bye. silence. jean is obviously embarrassed and upset. was that ... evelyn? silence. are you still seeing her? silence i'm sorry, i have no right to ask that. silence. do you want me to go? a long pause."
AMERICAN_PSYCHO,INT. BATEMAN’S APARTMENT - EARLY EVENING,BATEMAN,"i know i should go. i know i have a tendency to get involved with unavailable men, and... i mean, do you want me to go? another long pause. if you stay, i think something bad will happen. i think i might hurt you. you don't want to get hurt, do you? no. no, i guess not. i don't want to get bruised. you're right, i should go. she gets up to leave. and don't forget you have a breakfast meeting with frederick bennet and charles rust at '21. thanks. it slipped my mind completely. he sinks back on the sofa and shuts his eyes."
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - DAY,BATEMAN,"kimball i've been wanting to talk with you! come into my office. jean, great jacket. matsuda? jean looks flustered. kimball follows bateman into his office."
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - DAY,KIMBALL,"i actually came to see timothy price, but he's taken a leave, of absence. yeah, gone into rehab. shame, is he a suspect? not really. a pause. do you remember where you were on the night of paul's disappearance? which was on the twentieth of december? god... i guess... i was probably returning videotapes. he opens his desk drawer and pretends to search through his diary. i had a date with a girl named veronica. wait. thats not what i've got. what?"
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - DAY,KIMBALL,that's not the information i've received. well...i...wait...what information have you received? lets see... that you were with
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - DAY,BATEMAN,"well, i could be wrong. well ....when was the last time you were with paul owen? we had .... gone to a new musical called ... 'oh africa, brave africa'. it was ... a laugh riot... and that's about it. i think we had dinner at orso's. no petaluma. no, orso's. the .... last time i physically saw him was .... at an automated teller. i can't remember which ...just one that was near, urn, nell's. kimball is clearly giving up on bateman for now. he opens his briefcase, to put away his notebook. well, thank you, mr. bateman. patrick, please. i hope i've been informative. long day a bit scattered. listen, i'm a little spent for now but how about lunch in a week or so when ive sorted out all this information? great, yes, i'd like that. and if you could try and pin down where you were the night of owen's disappearance, it would make my job a lot easier. absolutely. i'm with you on that one. kimball is rifling through his brief case. he pulls out a new shrinkwrapped cd and holds it up."
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - DAY,BATEMAN,"huey lewis and the news. great stuff. heard it? i just bought it on my way here. bateman stares at the cd stunned, terrified. never. i mean... i don't really like... singers. not a big music fan, eh? no, i like music. just they're huey's too... black sounding. for me. well, to each his own. so lunch, thursday? i'll call your secretary about reservations. i'll be there."
AMERICAN_PSYCHO,EXT. MEAT PACKING DISTRICT/INT/ LIMOUSINE - NIGHT,BATEMAN,"im not so sure about this. i had to go to emergency after last time... oh this won't be anything like last time, i promise. i don't think so. he hands her five hundred dollars. just come in the limo and talk to me for a minute. the driver's here, you'll be safe."
AMERICAN_PSYCHO,EXT. MEAT PACKING DISTRICT/INT/ LIMOUSINE - NIGHT,BATEMAN,"nothing like last time, promise. alright."
AMERICAN_PSYCHO,EXT. MEAT PACKING DISTRICT/INT/ LIMOUSINE - NIGHT,BATEMAN,"so, you're looking great, how have you been? well, i actually might need a little surgery after last time. really? my friend told me i should maybe even get a lawyer. oh, lawyers are so complicated don't do that. here. he writes her a check for 1,000 to cash and hands it to her. she snatches the check out of his hand and gets quickly out of the limo, walking hurriedly down the street. bitch."
AMERICAN_PSYCHO,EXT. MEAT PACKING DISTRICT/INT/ LIMOUSINE - NIGHT,BATEMAN,"uh uh uh. half now, half later. she takes the money and puts it inside her shirt."
AMERICAN_PSYCHO,EXT. MEAT PACKING DISTRICT/INT/ LIMOUSINE - NIGHT,BATEMAN,"okay, your name is christie. we're meeting a friend of mine, elizabeth. she'll be joining us in my new apartment shortly. you'll like her. she's a very nice girl. dont say anything about yourself. is that clear, christie? christie nods."
AMERICAN_PSYCHO,INT. PAUL OWEN'S APARTMENT - NIGHT,ELIZABETH,"you look really familiar? did you go to dalton? christie.shakes her head. the kitchen bateman is grinding up tabs of ecstasy and putting them in a bottle of wine. in the living room elizabeth is still staring at christie as if she comes from mars. i think i met you at au bar, didnt i? with spicey? christie looks blank. well, maybe not with spicey but it was definitely at au bar. christie still blank. you know, au bar? christie shakes her head."
AMERICAN_PSYCHO,INT. PAUL OWEN'S APARTMENT - NIGHT,ELIZABETH,"this is nicer than your other apartment. it's not that nice. silence. where did you two meet? oh god! i met him at, oh god, the kentucky derby in '86 no, '87, and... you were hanging out with that bimbo allison poole. hot number. what do you mean, she was a hot number. if you had an american express card she'd give you a blow job. listen, this girl worked in a tanning salon, need i say more?.... what do you do? a long silence. christie reddens and stares at the floor. she's my... cousin."
AMERICAN_PSYCHO,INT. PAUL OWEN'S APARTMENT - NIGHT,ELIZABETH,"she's from ... france. a pause. elizabeth looks at bateman dubiously. where's your phone? i've got to call harley. bateman hands her a cordless phone. she dials, and stares at christie while she waits for someone to answer. where do you summer? southampton? christie looks at bateman and then back at elizabeth. no."
AMERICAN_PSYCHO,INT. PAUL OWEN'S APARTMENT - NIGHT,ELIZABETH,"oh god, it's his machine. elizabeth, it's three in the morning. he's a goddamn drug dealer! these are his peak hours. don't tell him you're here. why would i? bateman has poured her another glass of wine. she downs the whole glass, making a face. this tastes weird. harley? it's me. i need your services. translate that anyway you'd like. i'm at bateman"
AMERICAN_PSYCHO,INT. PAUL OWEN'S APARTMENT - NIGHT,ELIZABETH,"paul owen. i want the number, idiot. anyway, i'm at paul norman's and i'll try you later and if i don't see you at canal bar tomorrow night i'm going to sick my hairdresser on you. she hangs up. did you know that guy who disappeared? didn't he workat pierce pierce too? was he a friend of yours? no."
AMERICAN_PSYCHO,INT. PAUL OWEN'S APARTMENT - NIGHT,BATEMAN,"do you have any coke? or halcyon? i'd take a halcyon. bateman sits next to elizabeth on the couch and pours her another glass of the drugged wine. listen, i would just like to see... the two of you... get it on. what's wrong with that? it's totally diseasefree. patrick, you're a lunatic. come on. don't you find christie attractive?"
AMERICAN_PSYCHO,INT. PAUL OWEN'S APARTMENT - NIGHT,BATEMAN,"let's not get lewd. i'm in no mood to have a lewd conversation. come on. i think it would be a turnon. does he do this all the time? christie shrugs. christie, you're not drinking your wine. christie looks at her wine and gingerly takes a sip. are you telling me you've never gotten it on with a girl? no! i'm not a lesbian. why do you think i'd be into that? well, you went to sarah lawrence for one thing. those are sarah lawrence guys, patrick. you're making me feel weird. elizabeth is. now writhing around on the couch and making out with christie. bateman holds up a whitney houston cd, showing them the picture of whitney on the cover."
AMERICAN_PSYCHO,INT. PAUL OWEN'S APARTMENT - NIGHT,BATEMAN,"you actually listen to whitney houston? you actually have a whitney houston cd? more than one? she giggles, rolling off the sofa onto the floor. its hard to choose a favorite track among so many great ones, but 'the greatest love of all is one of the best, most powerful songs ever written about selfpreservation and dignity. it's universal message crosses alll boundaries, and instills one with the hope that it's not too late to better ourselves, to act kinder. since, elizabeth, it's impossible in the world we live in to empathize with others, we can always empathize with ourselves. as he speaks, he opens the case and carefully places the cd in the player, admiring its pristine silver surface, and watches it slide into the machine. it's an important message, crucial, really, and it's beautifully stated on the album."
AMERICAN_PSYCHO,INT. BEDROOM - LATER,BATEMAN,"not the face, you bitch. not the fucking face you piece of bitch trash. christie, screaming, makes it out the front door. bateman runs after her. she runs down the hall screaming and banging on doors. she moves.to the elevator, pounding hysterically on the buttons. she sees the stairwell and runs for it. bateman sees this and runs after her, revving the chainsaw. she runs down the stairs, bateman two flights behind her. he stops, leans over the railing to look at her, then aims the chainsaw at her and drops it. christie screams off screen, then is suddenly silent. from bateman's pov. we see christies body sprawled face down at the bottom of the stairwell. the chainsaw sticks out of her back like a sword."
AMERICAN_PSYCHO,INT. CRAYONS - EARLY EVENING,BATEMAN,i want a firm commitment.
AMERICAN_PSYCHO,INT. CRAYONS - EARLY EVENING,BATEMAN,"why? what's wrong? my need to engage in homicidal behaviour on a massive scale cannot be, urn, corrected...but i have no other way to fulfill my ... needs. the woman across the room holds up her hand, displaying a new bracelet. evelyn smiles and nods approvingly. we need to talk. talk about what, patrick? what is there to talk about? it's over, evelyn. it's all over. touchy, touchy. i'm fucking serious. it's fucking over. us. this is no joke. i don't think we should see each other any more. but your friends are my friends. my friends are your friends. i don't think it would work. you have a little something on your upper lip."
AMERICAN_PSYCHO,INT. CRAYONS - EARLY EVENING,EVELYN,"you're really serious, aren't you? yes, i am. do you have something against me, patrick? evelyn, i'm sorry. you're just not... terribly important to me. well, who is, patrick? who do you think is? what do youwant? i want it to be over. but what about our past? we never really shared one. you're inhuman. im ...in touch with humanity. no, no, no. i know my behaviour is ... erratic sometimes. she reaches desperately across the table, takes his hand and pulls it to her. bateman pulls his hand away."
AMERICAN_PSYCHO,INT. CRAYONS - EARLY EVENING,EVELYN,if you really want to do something for me you can stop making this scene right now. you're so lousy. you are not... not what?
AMERICAN_PSYCHO,INT. CRAYONS - EARLY EVENING,BATEMAN,"you are not all there. you don't add up. i do too. i do too add up. oh god, i can't believe this. i'm leaving now. i've assessed the situation and i'm going. where are you going? i'm just leaving. but where? i have to return some video tapes. he rushes out of the room."
AMERICAN_PSYCHO,EXT. TRIBECA STREET - EVENING,COP CAR,"here kitty, kitty. the small mangy cat rubs against him, he picks it up and walks toward an atm holding the cat. he puts his card in the machine. the screen reads feed me a stray cat. bateman begins to attempt to shove the kitten into the deposit slot with some difficulty. the kitten squeals. he takes a gun from out of his pocket and points it at the kitten. he doesn't notice the woman waiting behind him. oh my god! stop that! what are you doing? bateman wheels around and shoots her. she falls screaming to the floor. responding to the gunshot, a police car siren wails in the distance. bateman breaksinto a run. the police car screeches after him. halt. stop. put down your weapon. bateman ducks down an alley."
AMERICAN_PSYCHO,EXT. STREET - NIGHT,COP CAR,halt. put down your weapon.
AMERICAN_PSYCHO,INT. OFFICE BUILDING - NIGHT,NIGHT WATCHMAN,"burning the midnight oil, mr. smith? you forgot to sign in. bateman wheels around and shoots him. he runs toward the revolving doors. as he swings round in the doors he notices a janitor who has witnessed the shooting. he revolves back into the lobby and shoots the janitor. new angle he runs out of the building and across the street to pierce and pierce."
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - NIGHT,BATEMAN,"harold, it's bateman. patrick bateman. you're my lawyer so i think you should know i've killed a lot of people. some escort girls, in an apartment uptown, some homeless people, maybe five or ten, an nyu girl i met in central park. i left her in a parking lot, near dunkin' donuts. i killed bethany, my old girlfriend, with a nail gun, and a man, some old faggot with a dog. last week i killed another girl with a chainsaw i had to, she almost got away. there was someone else there, maybe a model, i can't remember but she's dead too. and paul owen. i killed paul owen with an ax, in the face. his body is dissolving in a bathtub in hell's kitchen. i don't want to leave anything out here... i guess i've killed 20 people, maybe 40 i have tapes of a lot of it. some of the girls have seen the tapes, i even... well i ate some of their brains and i tried to cook a little. tonight i just, well i had to kill a lot of people and i'm not sure i'm going to get away with it this time i mean i guess i'm a pretty sick guy. so if you get back tomorrow, i may show up at harry's bar so, you know, keep your eyes open. bateman hangs up the phone. the helicopter search light circles back, briefly illuminating the room. the camera rises up over bateman huddled in the corner, staring blankly at the sky."
AMERICAN_PSYCHO,INT. SMITH AND WOLLENSKY RESTAURANT - DAY,KIMBALL,"no hash browns? not in the mood, i guess. but... everyone orders the hash browns here. i mean it's have you been here before? yes, of course. the hash browns are delicious.. i'm just... not... ordering them. suit yourself, i guess. pause. so, the night he disappeared? any new thoughts on what you did? i'm not really sure. i had a shower...and some sorbet? i think maybe you've got your dates mixed up. but how? where do you place paul that night? according to his date book, and this was verified by his secretary, he had dinner with ... marcus halberstam. and?"
AMERICAN_PSYCHO,INT. SMITH AND WOLLENSKY RESTAURANT - DAY,KIMBALL,i've questioned him. marcus?
AMERICAN_PSYCHO,INT. SMITH AND WOLLENSKY RESTAURANT - DAY,BATEMAN,yes. and he denies it. though at first he couldn't be sure. but marcus denied it? yes.
AMERICAN_PSYCHO,INT. SMITH AND WOLLENSKY RESTAURANT - DAY,BATEMAN,"well,.does marcus have an alibi? yes."
AMERICAN_PSYCHO,INT. SMITH AND WOLLENSKY RESTAURANT - DAY,KIMBALL,he does? you're sure? i checked it out. it's clean. oh.
AMERICAN_PSYCHO,INT. SMITH AND WOLLENSKY RESTAURANT - DAY,KIMBALL,"now where were you? where was marcus? he wasn't with paul owen. so who was he with? he was at atlantis with craig mcdermott, frederick dibble, harry newman, george butner and"
AMERICAN_PSYCHO,INT. SMITH AND WOLLENSKY RESTAURANT - DAY,MCDERMOTT,"oh, right. of course.... we had wanted paul owen to come. but he said he had plans... i guess i had dinner with victoria... the following night. personally i think the guy went a little nutso. split town for a while. maybe he did go to london. sightseeing. drinking. whatever. anyway, i'm pretty sure he'll turn up sooner or later. i mean to think that one of his friends killed him, for no reason whatsoever would be too ridiculous. isn't that right, patrick? mcdermott stops by the table. kimball! how's the investigation? talking to bateman? don't believe a word he says. bateman, what's wrong with you? bateman looks at him in silence, panicking. you can't eat at smith and wollensky without ordering the hash browns. jesus bateman, you're a raving maniac. been at pierce pierce too long. no fucking hash browns..."
AMERICAN_PSYCHO,INT. PAUL OWEN'S APARTMENT BUILDING - DAY,MRS WOLFE,"what can i do for you, sir? of course. mrs. wolfe is up thereright now. mrs.... wolfe? the real estate agent? you do have an appointment, don't you? bateman steps out of the elevator and walks cautiously down the hallway. owen's door is open. the apartment is freshly painted, and has been immaculately redecorated in english country house style overstuffed sofas, lots of chintz. there are flowers everywhere, and a young yuppie couple stands admiring the place talking to the realtor, mrs. wolfe. bateman wanders down the hallway, looking for familiar signs. he stops at the closet where we last saw two dead girls hanging. he opens the door and the light switches on, but it is empty. mrs. wolfe approaches, smiling. are you my two o'clock? no."
AMERICAN_PSYCHO,INT. PAUL OWEN'S APARTMENT BUILDING - DAY,BATEMAN,can i help you? im looking for... paul owen's... place. she stares at him impassively. doesn't he live here?
AMERICAN_PSYCHO,INT. PAUL OWEN'S APARTMENT BUILDING - DAY,BATEMAN,"no, he doesn't. are you sure? you saw the ad in the times? no. yes. i mean yes, i did. in the times. but... doesn't paul owen still, live here? there was no ad in the times. bateman is shaking as they continue to stare at each other. i think you should go now. but i think... i want to know what happened here. don't make any trouble. please. i suggest you go. bateman backs away slowly. don't come back. i won't... don't worry. mrs. wolfe glares at him as he walks down the hall, rattled, and gets into the elevator."
AMERICAN_PSYCHO,EXT. DEPARTMENT STORE - DAY,GUY,"hey, kinsley."
AMERICAN_PSYCHO,EXT. DEPARTMENT STORE - DAY,GUY,"see you at fluties, okay? the guy walks away, utterly unfazed. bateman wanders down the street, banging his briefcase against walls, garbage cans, etc."
AMERICAN_PSYCHO,EXT. MIDTOWN PHONE BOOTH - DAY,JEAN,"patrick bateman's office. jean?' hello? jean? patrick? is that you? hello? jean, i need help i where are you? jean i'm not jean craig mcdermott called. he wants to meet you and david van patten and tim price at harry's for drinks. oh god, what did you say, you dumb bitch? patrick? i can't hear you. what am i doing? where are you? patrick, what's wrong?"
AMERICAN_PSYCHO,EXT. MIDTOWN PHONE BOOTH - DAY,BATEMAN,"i don't think i'm gonna make it, jean. pause. ...to the office this afternoon. why?"
AMERICAN_PSYCHO,EXT. MIDTOWN PHONE BOOTH - DAY,CUT TO,"just...say...no! whatis it, patrick? are you alright? stop sounding so fucking sad! jesus! he hangs up. he throws the walkman which is around his neck into a nearby trash can, and wipes his face with his jacket."
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - SAME DAY,ELIZABETH,those are sarah lawrence guys patrick. you're making me feel weird...
AMERICAN_PSYCHO,INT. HARRY'S BAR - EVENING,BATEMAN,"bateman, you're looking a little wildeyed rough day at the office? they all laugh. hey look price is back. and he's drinking perrier. he's a changed man. except...he still can't get a reservation to save his life. bateman sits down silently. why don't you try 150 wooster? just fucking call them. i'm not going anywhere unless we have a reservation. le cirque, flamingo east, oyster bar, come on, faggots just get a res. keep your shirt on. maybe lose the suspenders. bateman spots harold carnes at the bar, tenses. excuse me, gentleman. right back. he approaches carnes cautiously. face it the japanese will own most of this country by the end of the 90s. bateman approaches, trying to act casual shut up, carnes, they will not. carnes is surprised, turns around, looks vaguely confused."
AMERICAN_PSYCHO,INT. HARRY'S BAR - EVENING,CARNES,"so harold, did you get my message? carnes lights a cigarette, stalling. then laughs. jesus, davis. yes. that was hilarious. that was you, wasn't it? yes, naturally. bateman killing owen and the escort girls? oh that's fabulous. that's rich. pause. it was a pretty long message, wasnt it? what exactly do you mean? the message you left. carnes is distracted, waving at people. by the way, davis, how is cynthia? you're still seeing her, right? but wait, harold, what do you mean? carnes isn't really listening. excuse me. nothing. good to see you. is that edward towers? he turns to go. carnes? wait."
AMERICAN_PSYCHO,INT. HARRY'S BAR - EVENING,BATEMAN,"what are you talking about? bateman is what? oh christ. he can barely pick up an escort girl, let alone ... what was it you said he did to her? carnes looks around the club, raises his glass to a passing couple. he laughs politely. now, if you'll excuse me, i reallymust... wait. stop. you don't seem to understand. you're not really comprehending any of this. i killed him. i did it, carnes. i'm patrick bateman. i chopped owen's fucking head off. i tortured dozens of girls. the whole message i left on your machine was true. excuse me. i really must be going. no! listen, don't you know who i am? i'm not davis, i'm patrick bateman! i talk to you on the phone all the time! don't you recognize me? you're my lawyer. carnes stares at him in confusion and annoyance."
AMERICAN_PSYCHO,INT. HARRY'S BAR - EVENING,PRICE,"but that's simply not possible. and i don't find this funny anymore. it never was supposed to be! why isn't it possible? it's just not. why not, you stupid bastard? carnes stares at him. because i had dinner with paul owen twice in london... just ten days ago. no, you... didn't? now, if you'll excuse me. bateman returns back to his friends' table, in a daze. they are all looking at the television, where ronald reagan is giving a speech about iran contra. they are halfheartedly arguing about whether or not he's lying. how can he lie like that? how can he pull that shit? what shit? now where do we have reservations at? i mean i'm not really hungry, but i would like to have reservations somewhere."
AMERICAN_PSYCHO,INT. HARRY'S BAR - EVENING,PRICE,"he is totally harmless, you geek. was totally harmless. just like you are totally harmless. but he did do all that shit and you have failed to get us into 150, so you know, what can i say? i just don't see how someone, anyone, can appear that way and yet be involved in such total shit. how can you be so fucking, i don't know, cool about it? some guys are just born cool, i guess. bateman laughs at this. price shoots him a look. and bateman, what are you so fucking zany about? i'm just a happy camper. rockin' and a rollin'. rehab's done wonders for you, pal. working for unicef now? do you want another perrier, timothy? some seltzer water? oh brother. look he presents himself as a harmless old codger. but inside... pause. but inside..."
AMERICAN_PSYCHO,INT. HARRY'S BAR - EVENING,PRICE,"but inside doesn't matter... the sounds of the bar return. inside? yes, inside? believe it or not, price, we're actually listening to you. bateman? come on, what do you think? bateman looks up and smiles at price. then shrugs. whatever."
AMERICAN_PSYCHO,INT. HARRY'S BAR - EVENING,BATEMAN V/O,"whose moronic idea was it to drink dry beers? i need a scotch. the sounds of the bar fade down. the following voice over runs over images of bateman and his friends ordering drinks, talking on portable phones, talking, laughing combined with images of other, very similar young men at other tables drinking, talking on portable phones, talking, laughing. there are no more barriers to cross. all i have in common with the uncontrollable and the insane, the vicious and the evil, all the mayhem i have caused and my utter indifference toward it, i have now surpassed..."
AMERICAN_PSYCHO,INT. BATEMAN'S OFFICE - DAY,BATEMAN V/O,my pain is constant and sharp and i do not hope for a better world for anyone. in fact i want my pain to be inflicted on others. i want no one to escape.
AMERICAN_PSYCHO,INT. HARRY'S BAR - EARLY EVENING,CREDITS ROLL,"but even after admitting this, there is no catharsis. i gain no deeper knowledge about myself, no new knowledge can be extracted from my telling. there has been no reason for. me to tell you any of this. this confession has meant nothing... the camera moves up to a sign on the wall behind him 'this is not an exit'."
SW_EpisodeIV,UNKNOWN_SCENE,THREEPIO,did you hear that? they've shut down the main reactor. we'll be destroyed for sure. this is madness!
